10,3.620000,0.188680,3.520000,0.074833,3.330000,0.180555
15,3.446667,0.157198,3.393333,0.192527,3.326667,0.161107
20,3.595000,0.151162,3.720000,0.092736,3.180000,0.179861
25,3.496000,0.061188,3.368000,0.153154,3.200000,0.113137
